City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Prainha,BR,2021-07-17 14:49:50,-1.8,-53.48,87.01,56,4,5.57
294,Hovd,MN,2021-07-17 14:49:50,48.0056,91.6419,68.11,38,95,2.37
295,Carnarvon,AU,2021-07-17 14:49:51,-24.8667,113.6333,57.27,53,4,5.75
296,Zuwarah,LY,2021-07-17 14:49:51,32.9312,12.082,80.56,57,0,12.46
297,Bar Harbor,US,2021-07-17 14:49:52,44.3876,-68.2039,77.52,72,1,1.01
298,Jalu,LY,2021-07-17 14:49:52,29.0331,21.5482,101.14,21,10,17.54
299,Tanete,ID,2021-07-17 14:49:53,-3.9443,119.7848,72.79,96,100,6.02
300,Nishihara,JP,2021-07-17 14:49:53,26.1842,127.7558,83.48,84,75,5.75
301,Mahebourg,MU,2021-07-17 14:49:53,-20.4081,57.7,71.89,68,40,14.97
302,Marevo,RU,2021-07-17 14:49:54,57.3146,32.0804,75.87,83,11,3.27
303,Sur,OM,2021-07-17 14:49:54,22.5667,59.5289,87.67,66,9,21.97
304,Teahupoo,PF,2021-07-17 14:49:54,-17.8333,-149.2667,66.16,71,71,22.86
305,Miri,MY,2021-07-17 14:49:55,4.4148,114.0089,77.14,94,40,3.44
306,Tshela,CD,2021-07-17 14:49:55,-4.9833,12.9333,88.38,45,28,5.01
307,Verkhoyansk,RU,2021-07-17 14:49:55,67.5447,133.385,41.0,80,5,3.47
308,Conde,BR,2021-07-17 14:49:56,-7.2597,-34.9075,74.66,100,75,11.5
309,Cadolzburg,DE,2021-07-17 14:49:56,49.4573,10.8533,73.63,76,75,8.99
310,Axim,GH,2021-07-17 14:49:56,4.8699,-2.2405,80.08,70,100,9.93
311,Saint Anthony,US,2021-07-17 14:49:57,45.0205,-93.218,79.09,67,1,1.01
312,Aleksandrov Gay,RU,2021-07-17 14:49:57,50.147,48.5704,89.83,34,67,13.42
313,Sabya,SA,2021-07-17 14:49:57,17.1495,42.6254,94.62,40,99,21.79
314,Kabalo,CD,2021-07-17 14:49:58,-6.05,26.9167,90.73,22,41,6.89
315,Sambava,MG,2021-07-17 14:49:58,-14.2667,50.1667,73.13,79,2,13.49
316,Soyo,AO,2021-07-17 14:49:58,-6.1349,12.3689,77.05,75,61,10.25
317,Talnakh,RU,2021-07-17 14:49:59,69.4865,88.3972,58.37,80,97,3.29
318,Kupang,ID,2021-07-17 14:49:59,-10.1667,123.5833,74.34,80,36,7.18
319,Maragogi,BR,2021-07-17 14:49:59,-9.0122,-35.2225,78.75,76,80,8.14
320,Port Lincoln,AU,2021-07-17 14:50:00,-34.7333,135.8667,52.25,72,98,9.08
321,Miyazu,JP,2021-07-17 14:50:00,35.5333,135.1833,71.69,82,23,4.36
322,Black River,JM,2021-07-17 14:50:00,18.0264,-77.8487,87.98,61,97,0.22
323,Kalangala,UG,2021-07-17 14:50:01,-0.3089,32.225,71.92,60,87,13.71
324,Saldanha,ZA,2021-07-17 14:50:01,-33.0117,17.9442,66.25,84,0,12.06
325,San Pedro,PH,2021-07-17 14:50:02,14.35,121.0167,81.63,84,75,9.22
326,Kahului,US,2021-07-17 14:50:03,20.8947,-156.47,77.85,84,1,12.66
327,Port Shepstone,ZA,2021-07-17 14:50:04,-30.7414,30.455,64.24,44,0,10.07
328,Egvekinot,RU,2021-07-17 14:50:04,66.3167,-179.1667,41.5,99,100,3.65
329,Omoa,HN,2021-07-17 14:50:04,15.7667,-88.0333,82.31,70,18,3.49
330,Faanui,PF,2021-07-17 14:50:05,-16.4833,-151.75,79.2,73,28,22.86
331,Mineiros,BR,2021-07-17 14:50:05,-17.5694,-52.5511,86.04,19,1,5.5
332,Talcahuano,CL,2021-07-17 14:50:05,-36.7167,-73.1167,42.48,81,0,8.05
333,Maldonado,UY,2021-07-17 14:50:06,-34.6667,-54.9167,51.19,61,34,18.21
334,Coos Bay,US,2021-07-17 14:46:46,43.3665,-124.2179,58.86,94,90,4.61
335,Rawson,AR,2021-07-17 14:50:07,-43.3002,-65.1023,45.18,71,100,29.28
336,Tuatapere,NZ,2021-07-17 14:50:07,-46.1333,167.6833,46.81,97,100,1.72
337,Camacha,PT,2021-07-17 14:50:08,33.0833,-16.3333,72.36,64,40,13.8
338,Ponta Delgada,PT,2021-07-17 14:50:08,37.7333,-25.6667,72.32,68,20,14.97
339,Lima,PE,2021-07-17 14:47:35,-12.0432,-77.0282,61.9,92,90,8.05
340,Phulji,PK,2021-07-17 14:50:09,26.8825,67.6807,103.05,37,11,7.99
341,Wellington,NZ,2021-07-17 14:50:09,-41.2866,174.7756,56.86,82,20,3.0
342,Sayyan,YE,2021-07-17 14:50:09,15.1718,44.3244,69.85,30,100,10.56
343,Kishi,NG,2021-07-17 14:50:10,9.0833,3.85,87.22,46,82,10.92
344,San Carlos De Bariloche,AR,2021-07-17 14:45:36,-41.1456,-71.3082,37.15,56,0,12.66
345,Tacuati,PY,2021-07-17 14:50:10,-23.45,-56.5833,70.03,68,55,4.63
346,Tiarei,PF,2021-07-17 14:50:11,-17.5333,-149.3333,71.62,75,20,23.17
347,Monte Aprazivel,BR,2021-07-17 14:50:11,-20.7725,-49.7142,74.05,26,56,5.73
348,Jinchang,CN,2021-07-17 14:50:11,38.4953,102.1739,85.1,23,1,11.68
349,Plettenberg Bay,ZA,2021-07-17 14:50:12,-34.0527,23.3716,59.61,58,2,3.56
350,Codrington,AU,2021-07-17 14:50:12,-38.2667,141.9667,50.05,79,79,16.02
351,Oranjestad,AW,2021-07-17 14:49:33,12.524,-70.027,87.75,62,40,21.85
352,Nanortalik,GL,2021-07-17 14:50:13,60.1432,-45.2371,50.59,72,98,12.93
353,Redcliffe,AU,2021-07-17 14:50:13,-27.2307,153.0973,59.97,47,0,5.75
354,Alexandria,EG,2021-07-17 14:50:13,31.2156,29.9553,90.14,55,0,11.5
355,Panguipulli,CL,2021-07-17 14:48:08,-39.6333,-72.3333,29.91,87,55,1.95
356,Totskoye,RU,2021-07-17 14:50:14,52.5248,52.7623,80.98,47,53,11.34
357,Fatehpur,IN,2021-07-17 14:50:16,25.9333,80.8,90.5,60,100,15.66
358,Bath,GB,2021-07-17 14:46:41,51.3779,-2.3591,85.01,56,8,7.4
359,Camana,PE,2021-07-17 14:50:16,-16.6228,-72.7111,64.44,74,66,8.32
360,Yueyang,CN,2021-07-17 14:50:17,29.3333,113.0919,77.43,92,15,0.83
361,Waitara,NZ,2021-07-17 14:50:17,-38.925,174.25,57.72,86,97,25.23
362,Rincon,US,2021-07-17 14:50:17,32.296,-81.2354,87.85,73,19,3.4
363,Hokitika,NZ,2021-07-17 14:50:18,-42.7167,170.9667,53.2,86,100,13.47
364,Auki,SB,2021-07-17 14:50:18,-8.7676,160.7034,77.99,90,99,4.36
365,Zhigansk,RU,2021-07-17 14:50:19,66.7697,123.3711,48.09,75,62,10.07
366,Umtata,ZA,2021-07-17 14:50:19,-31.5889,28.7844,70.36,14,0,6.91
367,Antalaha,MG,2021-07-17 14:50:20,-14.9003,50.2788,71.91,77,5,10.92
368,Tucurui,BR,2021-07-17 14:50:20,-3.7661,-49.6725,92.03,45,0,3.91
369,Keti Bandar,PK,2021-07-17 14:50:20,24.1447,67.4497,85.44,84,53,19.64
370,Santiago Del Estero,AR,2021-07-17 14:50:21,-27.7951,-64.2615,58.8,19,0,12.64
371,Araouane,ML,2021-07-17 14:50:21,18.9048,-3.5265,113.04,5,0,14.32
372,Bubaque,GW,2021-07-17 14:50:21,11.2833,-15.8333,78.73,81,94,2.01
373,Flinders,AU,2021-07-17 14:50:22,-34.5833,150.8552,55.18,68,11,8.01
374,Zyryanka,RU,2021-07-17 14:50:22,65.75,150.85,58.46,83,22,4.5
375,Ketchikan,US,2021-07-17 14:50:22,55.3422,-131.6461,55.87,94,90,6.91
376,Hohhot,CN,2021-07-17 14:50:23,40.8106,111.6522,71.89,88,0,2.24
377,Ribeira Brava,PT,2021-07-17 14:50:23,32.65,-17.0667,83.71,68,3,2.35
378,Mach,PK,2021-07-17 14:50:23,29.8637,67.3298,94.26,40,48,5.55
379,Quelimane,MZ,2021-07-17 14:50:24,-17.8786,36.8883,69.75,82,75,15.99
380,Lorengau,PG,2021-07-17 14:50:24,-2.0226,147.2712,81.21,81,100,2.73
381,Kirovskiy,RU,2021-07-17 14:50:24,45.0917,133.5136,75.24,79,52,5.21
382,Zapolyarnyy,RU,2021-07-17 14:50:25,69.4154,30.8136,63.68,61,83,8.03
383,Crossville,US,2021-07-17 14:50:25,35.949,-85.0269,72.95,94,90,5.01
384,Hegra,NO,2021-07-17 14:50:25,63.4644,11.114,62.51,82,75,8.05
385,Sao Jose Da Coroa Grande,BR,2021-07-17 14:50:26,-8.8978,-35.1478,78.8,76,81,8.7
386,Noumea,NC,2021-07-17 14:50:26,-22.2763,166.4572,72.0,99,1,4.25
387,Matagami,CA,2021-07-17 14:47:32,49.7502,-77.6328,71.71,68,1,3.44
388,Vostok,RU,2021-07-17 14:50:27,46.4856,135.8833,68.49,96,46,4.99
389,San Patricio,US,2021-07-17 14:50:27,28.017,-97.5169,86.88,65,41,11.21
390,Prado,BR,2021-07-17 14:50:27,-17.3411,-39.2208,78.04,61,0,7.2
391,Palestine,PS,2021-07-17 14:50:28,31.9216,35.2033,86.94,33,0,14.54
392,Torrington,US,2021-07-17 14:50:28,41.8007,-73.1212,85.48,85,100,1.01
393,Kaitangata,NZ,2021-07-17 14:50:28,-46.2817,169.8464,47.43,97,100,7.7
394,Bara,NG,2021-07-17 14:50:29,10.3744,10.7288,87.58,48,51,5.46
395,Broome,US,2021-07-17 14:50:29,42.2506,-75.833,79.36,85,75,1.01
396,Bintulu,MY,2021-07-17 14:50:29,3.1667,113.0333,79.21,94,20,0.0
397,Nizwa,OM,2021-07-17 14:50:30,22.9333,57.5333,86.68,58,80,11.07
398,Turan,VN,2021-07-17 14:50:30,16.0678,108.2208,84.25,74,20,2.3
399,Namatanai,PG,2021-07-17 14:50:30,-3.6667,152.4333,79.41,89,100,5.19
400,Aykhal,RU,2021-07-17 14:50:31,66.0,111.5,61.36,70,100,7.54
401,Leh,IN,2021-07-17 14:45:35,34.1667,77.5833,74.8,20,0,6.53
402,Beloha,MG,2021-07-17 14:50:31,-25.1667,45.05,71.28,63,0,10.02
403,Port Blair,IN,2021-07-17 14:50:32,11.6667,92.75,81.32,80,97,9.19
404,Banda Aceh,ID,2021-07-17 14:50:32,5.5577,95.3222,80.1,80,49,13.33
405,Krasnyy Yar,RU,2021-07-17 14:50:32,46.5331,48.3456,91.33,21,50,12.59
406,Takaka,NZ,2021-07-17 14:50:33,-40.85,172.8,54.55,87,79,16.26
407,Pathein,MM,2021-07-17 14:50:33,16.7833,94.7333,78.57,90,93,7.2
408,Loma Bonita,PA,2021-07-17 14:50:33,8.3833,-80.1667,86.79,78,75,4.61
409,Chimbote,PE,2021-07-17 14:50:34,-9.0853,-78.5783,67.17,73,73,8.68
410,Thomaston,US,2021-07-17 14:50:34,32.8882,-84.3266,85.46,74,1,5.75
411,San Cristobal,VE,2021-07-17 14:50:35,7.7669,-72.225,78.98,64,80,7.47
412,Mandalgovi,MN,2021-07-17 14:50:35,45.7625,106.2708,73.33,42,0,4.68
413,Adrar,MR,2021-07-17 14:50:35,20.5022,-10.0711,106.36,15,60,4.38
414,Atambua,ID,2021-07-17 14:49:16,-9.1061,124.8925,69.48,81,44,4.41
415,Alofi,NU,2021-07-17 14:50:36,-19.0595,-169.9187,73.29,94,3,8.05
416,Rabo De Peixe,PT,2021-07-17 14:50:36,37.8,-25.5833,71.11,68,20,14.97
417,Timberlake,US,2021-07-17 14:50:36,37.3207,-79.2575,86.97,73,1,4.0
418,Nicosia,CY,2021-07-17 14:50:37,35.1667,33.3667,100.09,19,20,11.5
419,Antofagasta,CL,2021-07-17 14:49:03,-23.65,-70.4,66.22,59,86,4.63
420,Ventspils,LV,2021-07-17 14:50:37,57.3894,21.5606,73.33,68,0,10.36
421,Gobabis,NA,2021-07-17 14:50:38,-22.45,18.9667,68.27,21,5,12.08
422,Teguldet,RU,2021-07-17 14:50:38,57.3064,88.1667,54.57,96,41,3.83
423,Coihaique,CL,2021-07-17 14:50:38,-45.5752,-72.0662,39.15,75,75,6.91
424,Santa Rosa,PH,2021-07-17 14:50:39,14.3122,121.1114,82.38,83,100,5.68
425,Bugene,TZ,2021-07-17 14:50:39,-1.5911,31.1403,76.71,30,42,5.21
426,Hambantota,LK,2021-07-17 14:50:39,6.1241,81.1185,79.14,94,75,8.05
427,Batamshinskiy,KZ,2021-07-17 14:50:40,50.5594,58.2747,71.58,60,34,10.04
428,Erzin,TR,2021-07-17 14:50:40,36.9559,36.2,95.52,54,1,9.06
429,Cape Canaveral,US,2021-07-17 14:50:40,28.4058,-80.6048,89.19,72,20,6.91
430,Begusarai,IN,2021-07-17 14:50:41,25.4167,86.1333,83.23,77,100,1.63
431,Oxford,GB,2021-07-17 14:50:41,51.7522,-1.256,84.61,47,20,6.91
432,San Carlos,VE,2021-07-17 14:50:42,9.6612,-68.5827,84.96,60,30,5.1
433,Yambio,SS,2021-07-17 14:50:42,4.5721,28.3955,75.67,84,100,3.83
434,San Andres,CO,2021-07-17 14:50:05,12.5847,-81.7006,84.22,79,75,11.5
435,Polunochnoye,RU,2021-07-17 14:50:42,60.8697,60.4153,68.31,55,85,3.56
436,North Bend,US,2021-07-17 14:50:43,43.4065,-124.2243,57.16,94,90,4.61
437,Maceio,BR,2021-07-17 14:49:31,-9.6658,-35.7353,80.04,73,75,4.61
438,Nuevitas,CU,2021-07-17 14:50:43,21.5453,-77.2644,85.77,64,6,14.34
439,Buraydah,SA,2021-07-17 14:50:43,26.326,43.975,109.85,11,100,13.0
440,Jibuti,DJ,2021-07-17 14:50:44,11.5,42.5,98.02,30,100,6.13
441,Doha,QA,2021-07-17 14:50:44,25.2867,51.5333,97.11,61,20,12.66
442,Keller,US,2021-07-17 14:50:44,32.9346,-97.2517,85.17,70,75,8.01
443,Shihezi,CN,2021-07-17 14:50:45,44.3,86.0333,77.45,28,36,5.86
444,Carauari,BR,2021-07-17 14:50:45,-4.8828,-66.8958,76.6,89,98,1.48
445,Panzhihua,CN,2021-07-17 14:50:46,26.5851,101.7128,72.34,90,100,1.88
446,Paamiut,GL,2021-07-17 14:50:46,61.994,-49.6678,46.45,99,100,9.64
447,Coruripe,BR,2021-07-17 14:50:47,-10.1256,-36.1756,79.92,70,37,10.04
448,Mujiayingzi,CN,2021-07-17 14:50:47,42.1167,118.7833,70.66,86,94,6.02
449,Ahuimanu,US,2021-07-17 14:50:47,21.4447,-157.8378,78.51,74,75,12.66
450,Anshun,CN,2021-07-17 14:50:48,26.25,105.9333,66.45,96,100,4.76
451,Nanning,CN,2021-07-17 14:47:07,22.8167,108.3167,84.65,75,100,7.61
452,Wana,PK,2021-07-17 14:50:48,32.2989,69.5725,90.86,38,1,6.11
453,Goundam,ML,2021-07-17 14:50:49,16.4145,-3.6708,105.69,19,0,8.25
454,Karonga,MW,2021-07-17 14:50:49,-9.9333,33.9333,72.41,60,18,9.01
455,Lasa,IT,2021-07-17 14:50:49,46.6166,10.7002,78.37,68,100,7.56
456,Whitianga,NZ,2021-07-17 14:50:50,-36.8333,175.7,57.02,84,24,15.23
457,Ilhabela,BR,2021-07-17 14:50:50,-23.7781,-45.3581,72.12,76,94,1.54
458,Naryan-Mar,RU,2021-07-17 14:50:51,67.6713,53.087,57.72,83,100,12.19
459,Macherla,IN,2021-07-17 14:50:51,16.4833,79.4333,84.94,70,93,5.57
460,Hervey Bay,AU,2021-07-17 14:47:10,-25.2986,152.8535,58.01,53,5,3.0
461,Luderitz,NA,2021-07-17 14:50:52,-26.6481,15.1594,70.05,42,0,14.94
462,Puerto Asis,CO,2021-07-17 14:50:52,0.5133,-76.5007,77.56,88,100,0.49
463,Komsomolskiy,UZ,2021-07-17 14:50:52,40.4272,71.7189,83.12,42,70,4.61
464,Kirsanov,RU,2021-07-17 14:50:53,52.6549,42.7224,86.81,46,37,5.23
465,Pasighat,IN,2021-07-17 14:50:53,28.0667,95.3333,78.8,95,99,1.16
466,Baley,RU,2021-07-17 14:50:53,51.6,116.6333,63.99,77,100,2.04
467,Taoudenni,ML,2021-07-17 14:50:54,22.6783,-3.9836,118.24,7,68,16.46
468,Watrous,CA,2021-07-17 14:50:54,51.6668,-105.4679,65.98,77,98,10.36
469,Canon City,US,2021-07-17 14:50:54,38.441,-105.2424,82.02,51,1,4.0
470,Roseburg,US,2021-07-17 14:46:16,43.2165,-123.3417,60.64,76,1,0.0
471,Cartagena Del Chaira,CO,2021-07-17 14:50:55,1.3349,-74.8429,76.42,86,97,1.63
472,Kasongo-Lunda,CD,2021-07-17 14:50:55,-6.4667,16.8167,95.31,15,91,4.29
473,Raudeberg,NO,2021-07-17 14:50:55,61.9875,5.1352,64.18,91,100,32.12
474,Maryville,US,2021-07-17 14:50:56,35.7565,-83.9705,79.57,79,75,3.0
475,San Ramon,US,2021-07-17 14:50:56,37.7799,-121.978,63.43,84,1,3.0
476,Hirara,JP,2021-07-17 14:50:56,24.8,125.2833,83.68,79,74,13.82
477,Meulaboh,ID,2021-07-17 14:50:57,4.1363,96.1285,78.8,78,14,3.27
478,Grand Gaube,MU,2021-07-17 14:50:57,-20.0064,57.6608,72.0,70,14,7.0
479,Gunjur,GM,2021-07-17 14:50:57,13.2019,-16.7339,87.87,74,75,8.05
480,West Bay,KY,2021-07-17 14:50:58,19.3667,-81.4167,87.06,79,75,1.01
481,Tessalit,ML,2021-07-17 14:50:58,20.1986,1.0114,110.88,6,2,17.54
482,Belmonte,BR,2021-07-17 14:50:58,-15.8631,-38.8828,79.3,54,3,5.44
483,Shingu,JP,2021-07-17 14:50:59,33.7333,135.9833,77.92,93,100,6.62
484,Xuanhua,CN,2021-07-17 14:50:59,40.6103,115.0447,71.58,94,99,6.06
485,Dannenberg,DE,2021-07-17 14:51:00,53.0967,11.09,82.78,48,2,12.19
486,Celestun,MX,2021-07-17 14:51:00,20.8667,-90.4,83.86,67,0,5.99
487,Abu Samrah,SY,2021-07-17 14:51:00,35.3029,37.1841,100.78,17,0,15.97
488,Klatovy,CZ,2021-07-17 14:51:01,49.3955,13.2951,75.09,94,99,8.28
489,Madaoua,NE,2021-07-17 14:51:01,14.073,5.96,94.28,40,91,11.59
490,Shiraz,IR,2021-07-17 14:46:50,29.6036,52.5388,85.44,35,75,11.5
491,Tsumeb,NA,2021-07-17 14:51:02,-19.2333,17.7167,75.2,23,8,12.71
492,Srednekolymsk,RU,2021-07-17 14:51:02,67.45,153.6833,60.35,71,100,11.18
493,Gravdal,NO,2021-07-17 14:51:02,68.1214,13.5031,53.28,82,94,20.49
494,Niltepec,MX,2021-07-17 14:51:03,16.5667,-94.6167,83.25,65,100,7.16
495,Porto Belo,BR,2021-07-17 14:51:03,-27.1578,-48.5531,71.19,75,33,4.34
496,Hamada,JP,2021-07-17 14:51:04,34.8833,132.0833,73.99,88,100,4.61
497,Avera,US,2021-07-17 14:51:04,33.194,-82.5271,86.45,61,65,5.79
498,Inirida,CO,2021-07-17 14:51:04,3.8653,-67.9239,85.73,64,41,1.36
499,Middlebury,US,2021-07-17 14:51:05,44.0153,-73.1673,71.98,85,90,0.0
500,Madang,PG,2021-07-17 14:51:05,-5.2246,145.7966,76.1,87,93,6.42
501,Usoke,TZ,2021-07-17 14:51:05,-5.1667,32.35,82.69,23,47,6.69
502,Marolambo,MG,2021-07-17 14:51:06,-20.05,48.1167,63.09,85,82,1.45
503,Sovetskiy,RU,2021-07-17 14:51:06,61.3614,63.5842,69.35,52,95,4.56
504,Tabuk,PH,2021-07-17 14:51:07,17.4189,121.4443,76.21,93,100,2.98
505,Raga,SS,2021-07-17 14:51:07,8.4596,25.678,80.35,67,60,2.01
506,Am Timan,TD,2021-07-17 14:51:07,11.0297,20.2827,81.86,60,94,5.66
507,Mamonovo,RU,2021-07-17 14:51:08,54.4643,19.938,78.75,85,25,14.03
508,Morris,US,2021-07-17 14:51:08,40.8334,-74.5329,88.95,73,60,1.01
509,Gadsden,US,2021-07-17 14:51:08,34.0143,-86.0066,77.29,95,90,5.75
510,Krasnyy Oktyabr,RU,2021-07-17 14:51:09,56.1167,38.8833,77.92,65,53,2.64
511,Motala,SE,2021-07-17 14:51:09,58.5371,15.0365,81.72,45,0,6.76
512,Caninde,BR,2021-07-17 14:51:09,-4.3589,-39.3117,90.0,43,100,7.52
513,Jiamusi,CN,2021-07-17 14:51:10,46.8333,130.35,73.96,86,41,5.26
514,Karratha,AU,2021-07-17 14:51:10,-20.7377,116.8463,67.37,45,29,0.6
515,Porto Novo,BJ,2021-07-17 14:51:11,6.4965,2.6036,84.02,80,99,6.93
516,Muzhi,RU,2021-07-17 14:51:11,65.3667,64.6667,65.3,59,61,7.58
517,San Ramon De La Nueva Oran,AR,2021-07-17 14:51:11,-23.1322,-64.326,70.43,37,8,9.71
518,Benguela,AO,2021-07-17 14:51:12,-12.5763,13.4055,75.24,72,9,6.33
519,Mikhaylovka,RU,2021-07-17 14:51:12,50.06,43.2379,85.08,46,80,2.82
520,Half Moon Bay,US,2021-07-17 14:51:12,37.4636,-122.4286,63.39,89,90,1.01
521,Obo,CF,2021-07-17 14:51:13,5.3998,26.4869,76.19,79,100,2.39
522,Kargasok,RU,2021-07-17 14:51:13,59.0556,80.8572,57.58,91,85,4.43
523,Mirabad,AF,2021-07-17 14:51:13,30.4362,61.8383,105.82,17,23,2.55
524,Visnes,NO,2021-07-17 14:51:14,59.3556,5.2242,65.1,88,90,12.66
525,Vrangel,RU,2021-07-17 14:51:14,42.7297,133.0839,70.11,95,16,4.25
526,Boone,US,2021-07-17 14:51:14,39.0334,-92.3335,76.48,85,21,1.99
527,Pangkalanbuun,ID,2021-07-17 14:51:15,-2.6833,111.6167,74.59,93,78,2.89
528,San Pietro In Casale,IT,2021-07-17 14:47:27,44.6996,11.4022,83.88,62,100,10.33
529,Zeya,RU,2021-07-17 14:51:15,53.75,127.2667,61.05,74,0,4.59
530,Ibra,OM,2021-07-17 14:51:16,22.6906,58.5334,86.25,57,96,13.94
531,Port Augusta,AU,2021-07-17 14:51:16,-32.5,137.7667,46.71,57,100,3.74
532,Great Bend,US,2021-07-17 14:51:16,38.3645,-98.7648,71.73,94,90,12.66
533,Tabou,CI,2021-07-17 14:51:16,4.423,-7.3528,78.57,76,94,11.18
534,Maniitsoq,GL,2021-07-17 14:51:17,65.4167,-52.9,45.64,92,100,8.1
535,Pangnirtung,CA,2021-07-17 14:51:17,66.1451,-65.7125,51.8,82,90,4.61
536,Toamasina,MG,2021-07-17 14:51:18,-18.1667,49.3833,68.0,94,75,6.91
537,Alamos,MX,2021-07-17 14:51:18,27.0167,-108.9333,80.94,69,4,2.84
538,Parian Dakula,PH,2021-07-17 14:51:18,5.5567,120.7719,83.35,76,99,14.34
539,Peace River,CA,2021-07-17 14:46:48,56.2501,-117.286,49.66,100,90,16.11
540,Matara,LK,2021-07-17 14:51:19,5.9485,80.5353,79.65,83,99,13.06
